央视频道,#genre#
中视新闻,vjms://113.96.133.24:8500:3502/live/cid=452#http://pili-live-hdl.qhmywl.com/dsdtv/cf4d66edc142b2f0cc8c71bca56b2268.flv
东森财经新闻台,vjms://121.14.222.75:8500:3502/live/cid=456#http://pili-live-hdl.qhmywl.com/dsdtv/10e21c98ff74745141a386d91da24c56.flv
壹新闻,vjms://121.14.222.75:8500:3502/live/cid=445
香港有线新闻,https://ottproxy2.mott.tv/livehls/MOB-SCC/03.m3u8?sessionID=XNoSKsoyhu+3ZzGxIn6l1Azz
SKY NEWS,http://pili-live-hdl.qhmywl.com/dsdtv/64a4807c0cf482cffe922d7b8f091303.flv
BBC World News,http://pili-live-hdl.qhmywl.com/dsdtv/6d735caeaf70f8901aa00f86aefc4dde.flv
CNN,vjms://121.14.222.75:8500:3502/live/cid=428
CNBC,vjms://121.14.222.75:8500:3502/live/cid=98
FOXNEW,vjms://121.14.222.75:8500:3502/live/cid=97

民国育乐,#genre#
Discovery科学,vjms://121.14.222.75:8500:3502/live/cid=457#http://pili-live-hdl.qhmywl.com/dsdtv/f82bcb85f1a67e5b4754f7be0661dc72.flv
DiscoveryAsia,vjms://121.14.222.75:8500:3502/live/cid=440#http://pili-live-hdl.qhmywl.com/dsdtv/f325e0ce8ddf55c2df916b6f2bc0e07c.flv
Discovery,vjms://121.14.222.75:8500:3502/live/cid=3#http://pili-live-hdl.qhmywl.com/dsdtv/ef2748398207873cae12b151ae78b0af.flv
国家地理野生频道,vjms://121.14.222.75:8500:3502/live/cid=263#http://pili-live-hdl.qhmywl.com/dsdtv/a4540237835700ece1fc1e54ce826125.flv
国家地理频道,vjms://121.14.222.75:8500:3502/live/cid=115#http://pili-live-hdl.qhmywl.com/dsdtv/1b4017a457de80eec599895ec807e124.flv
美食星球,http://pili-live-hdl.qhmywl.com/dsdtv/7f2e2b78b85222886ccb3792c905408e.flv
BBCLifestyle,http://pili-live-hdl.qhmywl.com/dsdtv/5e80f4a9e17c991df381030c65856687.flv
年代MUCH,vjms://121.14.222.75:8500:3502/live/cid=439#http://pili-live-hdl.qhmywl.com/dsdtv/3d20cf4de65aadb4d2b2e30ad3974750.flv
TLC旅游生活,vjms://121.14.222.75:8500:3502/live/cid=103
人间卫视,http://54.64.23.79:1935/live/vod/playlist.m3u8
唯心频道,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
信吉电视,http://220.130.241.203:1935/sjtv/livestream/chunklist_w1048671923.m3u8
台湾艺术台,http://210.209.3.1/live/4715A9B3-B3CB-93DC-EDD6-CABCE3AFD3E3.m3u8?fmt=x264_500K_ts&cpid=admin&size=1280X720
番薯TV,http://210.209.3.1/live/C02DD98E-593E-47A8-905C-3B101183A555?fmt=x264_500K_ts&cpid=admin&size.ts
靖天育樂,http://61.58.60.230:9319/live/204.m3u8

民国体育,#genre#
博斯高球1台,http://pili-live-hdl.qhmywl.com/dsdtv/4870a14ca0496e434825594643eea173.flv
博斯高球2台,http://pili-live-hdl.qhmywl.com/dsdtv/9dd0941038e16fd8207f4c485c2fd34b.flv
博斯魅力网,http://pili-live-hdl.qhmywl.com/dsdtv/906ff5c1e590fdc0f41744077f56672a.flv
博斯无限二台,http://pili-live-hdl.qhmywl.com/dsdtv/8c9a98717ee9e5136636c3bedbb852b8.flv
博斯网球台,http://pili-live-hdl.qhmywl.com/dsdtv/cf415a2419c61638eefa5eb8c5a65922.flv
博斯运动二台,http://pili-live-hdl.qhmywl.com/dsdtv/c71aa3f9ef9e92531a06863b9a731849.flv
博斯运动一台,http://pili-live-hdl.qhmywl.com/dsdtv/1cebe1e25e9c69e2ed2e1e6012aeb2d3.flv
FOXSports,http://pili-live-hdl.qhmywl.com/dsdtv/b00b46e382e81efd9902a848c9b89101.flv
ElevenSportPlus,http://pili-live-hdl.qhmywl.com/dsdtv/b599c0682fbb5364078cb9e3093228a6.flv
ELEVEN体育二台,http://pili-live-hdl.qhmywl.com/dsdtv/94283c6401f80334d9acd488b649830b.flv
FoxSports3,http://pili-live-hdl.qhmywl.com/dsdtv/1a4ff6880b679dd340e42a9b61fe2d9f.flv
纬来体育台,vjms://121.14.222.75:8500:3502/live/cid=202#http://pili-live-hdl.qhmywl.com/dsdtv/464311a99c6465a1f36681b73c62fa83.flv
ELTA體育,vjms://121.14.222.75:8500:3502/live/cid=266
智林体育,http://pili-live-hdl.qhmywl.com/dsdtv/12b7289a05d4cb3c2b79f38b030e2548.flv

亲子卡通,#genre#
迪士尼卡通,vjms://121.14.222.75:8500:3502/live/cid=361
CN卡通频道,vjms://121.14.222.75:8500:3502/live/cid=422#http://pili-live-hdl.qhmywl.com/dsdtv/c865782e4a131efe17651165835ca37e.flv
东森幼幼台,vjms://121.14.222.75:8500:3502/live/cid=344#http://pili-live-hdl.qhmywl.com/dsdtv/0c0a03db510687f73c455afcc220386b.flv
靖天卡通,http://61.58.60.230:9319/live/207.m3u8
靖洋卡通,http://61.58.60.230:9319/live/206.m3u8

综合娱乐,#genre#
民視HD,vjms://121.14.222.75:8500:3502/live/cid=450
大愛,vjms://121.14.222.75:8500:3502/live/cid=442
大爱二台,http://61.58.60.230:9319/live/191.m3u8
TVBS欢乐台,vjms://121.14.222.75:8500:3502/live/cid=438#http://pili-live-hdl.qhmywl.com/dsdtv/5e81e3b3e2d8b887db0bc2976558c7ea.flv
CHANNEL[V],http://pili-live-hdl.qhmywl.com/dsdtv/c8ade260941e368acfdb110a04811b3e.flv
纬来日本台,vjms://121.14.222.75:8500:3502/live/cid=102#http://pili-live-hdl.qhmywl.com/dsdtv/8bb9e07d9ed0c8bccd750b0f15206b73.flv
国兴卫视,vjms://121.14.222.75:8500:3502/live/cid=424#http://pili-live-hdl.qhmywl.com/dsdtv/148acbf5aac2d7a9afc4b6ab6e8f05ec.flv
八大第一台,vjms://121.14.222.75:8500:3502/live/cid=441#http://pili-live-hdl.qhmywl.com/dsdtv/5e147a8d04ab43725d40e72fd7169952.flv
台视综合台,vjms://121.14.222.75:8500:3502/live/cid=453#http://pili-live-hdl.qhmywl.com/dsdtv/a8905b7e88b656b83c0f5d8bf5771430.flv
华视,vjms://121.14.222.75:8500:3502/live/cid=451#vjms://113.96.133.24:8500:3502/live/cid=451#http://pili-live-hdl.qhmywl.com/dsdtv/0bdf94d7f68fe3ece32048144cbf9a23.flv
中视,vjms://121.14.222.75:8500:3502/live/cid=452#vjms://113.96.133.24:8500:3502/live/cid=452#http://pili-live-hdl.qhmywl.com/dsdtv/318e4839a23f9ff15e327de9bcb31687.flv
霹雳台湾台,http://pili-live-hdl.qhmywl.com/dsdtv/14b736ee363e84918a8c43c69691faaa.flv
八大综合台,vjms://121.14.222.75:8500:3502/live/cid=354#http://pili-live-hdl.qhmywl.com/dsdtv/a26d25ad9eaabca42fa6d526199d61e5.flv
三立台湾台,vjms://121.14.222.75:8500:3502/live/cid=437#http://pili-live-hdl.qhmywl.com/dsdtv/e71635b53bb874a085b2a469802bbc81.flv
三立都会台,vjms://121.14.222.75:8500:3502/live/cid=226#http://pili-live-hdl.qhmywl.com/dsdtv/4abe46a5faf4865e251ac981287a6e20.flv
东森综合台,vjms://121.14.222.75:8500:3502/live/cid=333#http://pili-live-hdl.qhmywl.com/dsdtv/7485194388c0ca1d43a664701afb2ff2.flv
中视经典,http://pili-live-hdl.qhmywl.com:80/dsdtv/75249ac8b464466a9c41c669bd27260a.m3u8
靖天國際,http://61.58.60.230:9319/live/205.m3u8
靖天戲劇,http://61.58.60.230:9319/live/203.m3u8
靖天日本,http://61.58.60.230:9319/live/243.m3u8
靖天歡樂,http://61.58.60.230:9319/live/201.m3u8
靖天資訊,http://61.58.60.230:9319/live/202.m3u8
世纪综合,http://61.58.60.230:9319/live/49.m3u8
居家幸福空间,http://61.58.60.230:9319/live/125.m3u8

日本频道,#genre#
JP24小时新闻,http://n24-cdn-live-b.ntv.co.jp/ch01/High.m3u8
日本電視台,vjms://121.14.222.75:8500:3502/live/cid=492
FIGHTING TV,vjms://121.14.222.75:8500:3502/live/cid=408
Family theather,vjms://121.14.222.75:8500:3502/live/cid=493
J,vjms://121.14.222.75:8500:3502/live/cid=495
Movie Plus,vjms://121.14.222.75:8500:3502/live/cid=497
Green,vjms://121.14.222.75:8500:3502/live/cid=412
GOLF,vjms://121.14.222.75:8500:3502/live/cid=409
GAORA SPORTS,vjms://121.14.222.75:8500:3502/live/cid=413
EX-Sports-TV,vjms://121.14.222.75:8500:3502/live/cid=414
J-Sports-1,vjms://121.14.222.75:8500:3502/live/cid=415
J-Sports-2,vjms://121.14.222.75:8500:3502/live/cid=416
J-Sports-3,vjms://121.14.222.75:8500:3502/live/cid=410
J-Sports-4,vjms://121.14.222.75:8500:3502/live/cid=411
